@relation labeled_data_noextras-random.arff

@attribute post_count numeric
@attribute follower_count numeric
@attribute following_count numeric
@attribute anonymous_pic numeric
@attribute is_private numeric
@attribute is_business numeric
@attribute is_verified numeric
@attribute following_tags_count numeric
@attribute usertags_count numeric
@attribute has_highlight_reels numeric
@attribute class {'authentic','poor'}
@data
55,1094,1027,0,0,0,0,3,4,0,'poor'
920,430,864,0,0,0,0,9,8,1,'poor'
129,2075,1562,0,0,1,0,1,15,0,'poor'
298,1254,123,0,0,1,0,1,221,1,'authentic'
30,196,674,0,0,0,0,0,0,0,'poor'
311,4783,7499,0,0,1,0,85,27,1,'poor'
91,861,1258,0,0,0,0,0,9,1,'poor'
193,822,1513,0,0,1,0,3,146,1,'poor'
116,429,4263,0,1,0,0,2,0,0,'poor'
40,2122,1918,0,0,1,0,0,216,1,'authentic'
295,406,551,0,0,1,0,0,69,0,'poor'
19,348,722,0,1,0,0,0,0,0,'poor'
141,1019,550,0,0,1,0,3,37,0,'poor'
15,363,3878,0,0,1,0,3,0,0,'poor'
502,8891,6023,0,0,1,0,10,10,1,'authentic'
313,4926,4698,0,0,1,0,15,10,1,'poor'
14,1047,4460,0,1,0,0,19,0,0,'poor'
387,1529,580,0,1,0,0,0,0,0,'poor'
4101,1883,3427,0,0,0,0,34,135,0,'authentic'
98,196,761,0,1,0,0,1,0,0,'poor'
54,167,821,0,0,0,0,0,1,0,'poor'
1298,1122,1260,0,0,1,0,9,70,1,'poor'
1328,1099,1263,0,1,0,0,3,0,0,'poor'
66,588,6785,0,0,0,0,0,4,0,'poor'
2,53,610,0,0,0,0,1,0,0,'poor'
849,401,825,0,0,0,0,0,19,0,'poor'
19,243,504,0,1,0,0,3,0,0,'poor'
174,513,1052,0,1,0,0,1,0,0,'poor'
129,1005,2696,0,0,1,0,14,0,1,'poor'
174,397,1037,0,1,0,0,1,0,0,'poor'
457,866,1747,0,0,0,0,6,29,0,'poor'
452,859,1281,0,0,0,0,0,35,0,'poor'
383,910,755,0,1,0,0,3,0,0,'poor'
2471,263,882,0,1,0,0,7,0,0,'authentic'
546,401,1819,0,0,0,0,1,9,0,'poor'
284,733,607,0,1,0,0,0,0,0,'poor'
1091,136,566,0,1,0,0,2,0,0,'poor'
4,1701,3826,0,0,1,0,0,0,0,'poor'
297,727,7460,0,0,0,0,1,14,0,'poor'
332,241,428,0,0,0,0,0,286,0,'authentic'
1323,1422,1319,0,0,0,0,1,43,1,'poor'
4,192,578,0,0,0,0,5,0,0,'poor'
2045,399,566,0,1,0,0,0,0,0,'authentic'
38,75,100,0,0,1,0,0,1,1,'poor'
185,363,7417,0,0,0,0,0,0,0,'poor'
178,368,4792,0,0,0,0,0,0,0,'poor'
42,106,654,0,1,0,0,0,0,0,'poor'
18,1238,4046,0,0,0,0,0,6,0,'poor'
233,610,637,0,1,0,0,0,0,0,'poor'
40,402,7500,0,0,0,0,3,2,0,'poor'
4,137,247,0,1,0,0,0,0,0,'poor'
86,956,693,0,0,1,0,16,86,1,'poor'
165,589,4920,0,0,0,0,3,5,0,'poor'
0,70,149,0,0,0,0,0,0,0,'poor'
213,669,1231,0,1,0,0,0,0,0,'poor'
199,1863,1551,0,0,0,0,0,137,0,'poor'
147,597,880,0,1,0,0,0,0,0,'poor'
3,301,114,0,1,0,0,0,0,0,'poor'
50,1070,1254,0,0,0,0,0,69,0,'poor'
1280,493,3498,0,0,0,0,1,26,0,'poor'
687,1771,5059,0,0,1,0,0,187,0,'authentic'
150,987,1511,0,0,1,0,1,71,1,'poor'
447,1060,1573,0,1,0,0,3,0,0,'poor'
846,237,767,0,1,0,0,0,0,0,'poor'
46,3,77,1,0,0,0,1,0,0,'authentic'
921,347,465,0,0,0,0,1,72,0,'poor'
187,546,945,0,1,0,0,0,0,0,'poor'
150,108,174,0,1,0,0,0,0,0,'poor'
414,428,522,0,0,0,0,4,4,0,'poor'
251,1453,7468,0,0,0,0,18,9,0,'poor'
368,192,430,0,1,0,0,0,0,0,'poor'
23,57,171,0,1,0,0,4,0,0,'poor'
162,477,1423,0,0,1,0,4,28,1,'poor'
336,485,1252,0,0,0,0,159,0,0,'poor'
955,433,565,0,1,0,0,0,0,0,'poor'
1180,130,758,0,1,0,0,4,0,0,'poor'
342,124,303,0,1,0,0,0,0,0,'poor'
304,2944,1430,0,0,1,0,4,17,1,'poor'
289,226,791,0,0,0,0,0,1,0,'poor'
52,380,1281,0,1,0,0,0,0,0,'poor'
387,577,811,0,0,0,0,1,86,0,'poor'
1371,300,666,0,1,0,0,1,0,0,'poor'
79,607,680,0,1,0,0,0,0,0,'poor'
100,596,1064,0,1,0,0,0,0,0,'poor'
385,347,2270,0,1,0,0,3,0,0,'poor'
660,1161,3227,0,0,0,0,2,168,0,'authentic'
857,731,1340,0,1,0,0,0,0,0,'poor'
89,249,866,0,0,0,0,0,1,1,'poor'
15,42,820,0,0,0,0,5,0,0,'poor'
3,161,2697,0,0,0,0,4,3,0,'poor'
44,572,1041,0,0,0,0,0,15,0,'poor'
397,240,458,0,1,0,0,0,0,0,'poor'
250,674,1139,0,0,0,0,0,40,0,'poor'
33,222,590,0,1,0,0,17,0,0,'poor'
77,109,693,0,1,0,0,0,0,0,'poor'
421,863,729,0,0,1,0,1,41,1,'poor'
123,215,306,0,0,0,0,1,3,0,'poor'
194,261,759,0,1,0,0,0,0,0,'poor'
68,142,374,0,1,0,0,0,0,0,'poor'
2126,12542,3992,0,0,1,0,0,499,1,'authentic'
348,299,478,0,1,0,0,1,0,0,'poor'
834,2402,7470,0,0,0,0,0,39,0,'poor'
470,879,1003,0,1,0,0,7,0,0,'poor'
395,911,587,0,0,0,0,1,7,1,'poor'
2733,522,1053,0,0,0,0,0,5,0,'authentic'
148,1139,5382,0,0,0,0,0,1,0,'poor'
237,1193,3546,0,0,0,0,0,1,0,'poor'
339,1025,3851,0,0,0,0,0,0,0,'poor'
208,323,848,0,1,0,0,6,0,0,'poor'
319,1159,6652,0,0,0,0,236,3,1,'poor'
11,321,132,0,1,0,0,0,0,0,'poor'
4755,385,985,0,1,0,0,0,0,0,'authentic'
52,286,523,0,1,0,0,2,0,0,'poor'
682,2402,7431,0,0,0,0,1,6,1,'poor'
1147,534,1036,0,1,0,0,24,0,0,'poor'
47,338,6228,0,0,0,0,0,18,0,'poor'
1149,1745,1015,0,0,0,0,26,85,1,'poor'
484,1599,1447,0,1,0,0,0,0,0,'poor'
477,307,1850,0,0,0,0,8,16,1,'poor'
136,213,2509,0,0,0,0,0,0,0,'poor'
433,331,592,0,0,0,0,1,2,1,'poor'
295,330,595,0,0,1,0,3,98,0,'poor'
515,452,420,0,1,0,0,0,0,0,'poor'
392,521,540,0,0,0,0,0,114,0,'poor'
561,173,966,0,1,0,0,1,0,0,'poor'
160,423,3004,0,1,0,0,14,0,0,'poor'
984,693,1492,0,1,0,0,2,0,0,'poor'
37,32,71,0,1,0,0,0,0,0,'poor'
2182,749,1098,0,1,0,0,0,0,0,'authentic'
291,164,603,0,0,0,0,0,42,0,'poor'
103,816,1052,0,1,0,0,0,0,0,'poor'
207,215,670,0,0,0,0,11,14,0,'poor'
61,62,122,0,0,0,0,1,4,1,'poor'
153,584,7399,0,0,0,0,5,33,1,'poor'
467,1253,1524,0,0,0,0,4,237,1,'authentic'
78,503,315,0,0,0,0,0,0,0,'poor'
270,427,591,0,1,0,0,0,0,0,'poor'
45,65,420,0,1,0,0,5,0,0,'poor'
135,334,1429,0,1,0,0,0,0,0,'poor'
1033,318,876,0,1,0,0,0,0,0,'poor'
15,309,5420,0,0,0,0,0,5,0,'poor'
30,69,119,0,1,0,0,0,0,0,'poor'
284,653,1139,0,0,0,0,1,59,1,'poor'
1509,605,1162,0,1,0,0,0,0,0,'poor'
73,470,853,0,1,0,0,0,0,0,'poor'
182,308,564,0,1,0,0,1,0,0,'poor'
24,27,211,0,1,0,0,1,0,0,'poor'
2072,632,1253,0,0,0,0,0,104,1,'authentic'
257,94,203,0,1,0,0,0,0,0,'poor'
40,805,246,0,0,0,0,0,0,0,'poor'
56,602,6993,0,0,0,0,7,8,0,'poor'
190,372,1008,0,1,0,0,1,0,0,'poor'
152,496,321,0,0,0,0,0,0,0,'poor'
95,724,2784,0,0,0,0,3,4,0,'poor'
206,302,437,0,1,0,0,0,0,0,'poor'
917,1137,2019,0,0,0,0,0,36,0,'poor'
910,458,2486,0,1,0,0,3,0,0,'poor'
0,15,366,0,0,0,0,0,0,0,'poor'
367,122,183,0,0,0,0,1,9,0,'poor'
10,56,169,0,0,0,0,2,0,0,'poor'
19,106,504,0,1,0,0,2,0,0,'poor'
236,212,275,0,0,0,0,0,26,0,'poor'
553,263,746,0,0,0,0,6,25,0,'poor'
136,90,300,0,1,0,0,1,0,0,'poor'
91,193,621,0,0,1,0,10,7,0,'poor'
97,196,1343,0,0,0,0,0,31,0,'poor'
29,765,248,0,0,0,0,0,0,0,'poor'
187,218,1223,0,0,0,0,0,1,0,'poor'
142,438,787,0,1,0,0,0,0,0,'poor'
474,482,1331,0,0,0,0,10,31,0,'poor'
58,3024,4432,0,0,0,0,4,11,0,'poor'
19,784,2686,0,1,0,0,1,0,0,'poor'
218,225,587,0,1,0,0,0,0,0,'poor'
144,872,744,0,1,0,0,0,0,0,'poor'
860,92,167,0,1,0,0,0,0,0,'poor'
237,348,1014,0,1,0,0,0,0,0,'poor'
370,333,828,0,1,0,0,9,0,0,'poor'
78,64,162,0,0,0,0,8,1,1,'poor'
74,167,361,0,1,0,0,0,0,0,'poor'
54,399,338,0,1,0,0,0,0,0,'poor'
2555,761,6087,0,0,0,0,1,5,0,'authentic'
255,158,962,0,1,0,0,0,0,0,'poor'
47,592,512,0,1,0,0,0,0,0,'poor'
1220,368,408,0,1,0,0,0,0,0,'poor'
0,6,66,0,1,0,0,0,0,0,'poor'
99,317,437,0,0,1,0,0,6,0,'poor'
437,1203,1383,0,1,0,0,0,0,0,'poor'
240,101,862,0,1,0,0,1,0,0,'poor'
375,321,1574,0,0,0,0,7,39,0,'poor'
505,366,1253,0,0,0,0,3,30,0,'poor'
315,959,612,0,1,0,0,0,0,0,'poor'
445,2067,4083,0,0,0,0,0,178,1,'authentic'
342,329,3859,0,0,0,0,11,2,0,'poor'
117,149,254,0,1,0,0,4,0,0,'poor'
309,453,1404,0,0,1,0,5,21,0,'poor'
176,901,1191,0,1,0,0,0,0,0,'poor'
4,51,449,0,0,0,0,3,0,0,'poor'
77,393,546,0,0,0,0,0,45,0,'poor'
911,744,769,0,0,0,0,0,33,1,'poor'
715,863,1503,0,0,0,0,0,71,0,'poor'
79,117,1074,0,1,0,0,1,0,0,'poor'
558,627,1909,0,0,0,0,0,91,0,'poor'
5241,6320,7473,0,0,1,0,5,390,1,'authentic'
6,189,403,0,1,0,0,2,0,0,'poor'
8,106,752,0,0,0,0,8,6,0,'poor'
599,1522,2126,0,1,0,0,0,0,0,'poor'
848,568,4872,0,0,0,0,5,1,0,'poor'
188,457,4116,0,0,0,0,26,0,0,'poor'
567,630,1271,0,0,0,0,0,1,0,'poor'
63,222,543,0,1,0,0,1,0,0,'poor'
1256,6734,7188,0,0,0,0,2,501,0,'authentic'
2,80,598,0,1,0,0,0,0,0,'poor'
1742,326,1442,0,1,0,0,2,0,0,'poor'
97,113,240,0,0,0,0,4,0,0,'poor'
33,51,200,0,1,0,0,1,0,0,'poor'
94,235,697,0,1,0,0,0,0,0,'poor'
22,940,1069,0,1,0,0,5,0,0,'poor'
3,156,353,0,1,0,0,0,0,0,'poor'
10,232,4234,0,0,0,0,0,1,0,'poor'
1460,490,1628,0,0,0,0,1,41,0,'poor'
7217,299,508,0,0,0,0,4,33,1,'authentic'
1894,618,1101,0,1,0,0,0,0,0,'poor'
424,243,1171,0,0,1,0,1,2,0,'poor'
112,432,2061,0,0,0,0,0,10,1,'poor'
306,1276,843,0,0,0,0,0,296,0,'authentic'
76,177,342,0,1,0,0,13,0,0,'poor'
316,363,908,0,1,0,0,0,0,0,'poor'
485,234,695,0,1,0,0,1,0,0,'poor'
715,573,913,0,1,0,0,1,0,0,'poor'
740,334,596,0,1,0,0,0,0,0,'poor'
114,2558,5636,0,0,0,0,0,21,1,'poor'
1617,286,2410,0,0,0,0,3,203,1,'authentic'
55,155,426,0,0,0,0,2,3,0,'poor'
22,599,1187,0,0,0,0,1,1,1,'poor'
154,950,3089,0,0,1,0,4,3,1,'poor'
3,126,798,0,1,0,0,1,0,0,'poor'
941,391,1509,0,0,0,0,0,0,0,'poor'
306,323,5295,0,0,0,0,14,19,0,'poor'
78,383,1282,0,0,0,0,2,5,0,'poor'
446,477,3254,0,1,0,0,7,0,0,'poor'
604,145,229,0,0,0,0,0,29,0,'poor'
1842,854,7015,0,0,0,0,9,3,1,'authentic'
0,108,164,0,1,0,0,0,0,0,'poor'
51,35,335,0,0,0,0,1,0,0,'poor'
111,1107,1905,0,0,0,0,4,17,0,'poor'
144,222,755,0,1,0,0,0,0,0,'poor'
357,1011,1343,0,1,0,0,0,0,0,'poor'
363,256,529,0,1,0,0,0,0,0,'poor'
234,183,533,0,1,0,0,3,0,0,'poor'
2995,1466,3630,0,0,1,0,11,23,1,'authentic'
2,57,229,0,0,0,0,1,0,0,'poor'
449,230,421,0,0,0,0,1,65,0,'poor'
560,851,1135,0,1,0,0,1,0,0,'poor'
106,460,856,0,0,0,0,3,18,0,'poor'
320,493,941,0,0,0,0,4,62,1,'poor'
790,951,1404,0,0,0,0,1,23,1,'poor'
475,839,373,0,0,0,0,1,76,0,'poor'
208,971,1468,0,0,0,0,1,234,0,'authentic'
1269,1202,1756,0,0,0,0,1,86,1,'poor'
373,1087,857,0,0,0,0,0,77,1,'poor'
8,142,1758,0,1,0,0,0,0,0,'poor'
47,109,573,0,0,0,0,0,1,1,'poor'
872,696,1368,0,1,0,0,0,0,0,'poor'
219,1111,6257,0,0,0,0,2,48,0,'poor'
456,481,966,0,0,0,0,0,0,1,'poor'
76,860,876,0,1,0,0,1,0,0,'poor'
6,147,279,0,0,0,0,0,1,0,'poor'
96,164,465,0,1,0,0,0,0,0,'poor'
12,64,177,0,0,1,0,9,0,1,'poor'
471,505,1562,0,0,0,0,3,39,0,'poor'
894,320,1257,0,1,0,0,21,0,0,'poor'
671,2341,1476,0,0,1,0,4,146,1,'poor'
272,278,339,0,0,0,0,1,22,0,'poor'
328,368,406,0,0,0,0,5,1,0,'poor'
130,397,1967,0,0,0,0,1,13,0,'poor'
356,449,722,0,1,0,0,0,0,0,'poor'
1775,4377,3053,0,0,1,0,0,535,1,'authentic'
2254,220,1048,0,0,0,0,0,76,1,'authentic'
31,169,671,0,1,0,0,3,0,0,'poor'
245,183,1056,0,0,0,0,1,73,0,'poor'
977,415,2491,0,0,0,0,43,18,1,'poor'
406,535,583,0,1,0,0,4,0,0,'poor'
1075,883,1020,0,1,0,0,0,0,0,'poor'
262,191,2936,0,0,0,0,0,5,0,'poor'
484,209,2175,0,0,0,0,0,7,0,'poor'
811,112,115,0,1,0,0,0,0,0,'poor'
44,247,7500,0,0,0,0,2,1,0,'poor'
7,122,870,0,0,0,0,1,0,0,'poor'
2183,3222,2067,0,1,0,0,0,0,0,'authentic'
0,12,160,0,1,0,0,0,0,0,'poor'
658,593,1004,0,0,1,0,10,22,1,'poor'
2719,610,1393,0,1,0,0,0,0,0,'authentic'
122,1056,892,0,1,0,0,0,0,0,'poor'
1488,171,710,0,1,0,0,0,0,0,'poor'
98,347,431,0,1,0,0,1,0,0,'poor'
388,259,994,0,1,0,0,3,0,0,'poor'
515,327,655,0,1,0,0,0,0,0,'poor'
206,126,296,0,0,0,0,0,12,0,'poor'
14,263,6532,0,0,0,0,2,1,0,'poor'
206,226,789,0,1,0,0,5,0,0,'poor'
121,504,1051,0,0,0,0,2,33,0,'poor'
31,289,578,0,1,0,0,1,0,0,'poor'
1843,1072,1870,0,0,1,0,17,188,1,'authentic'
504,1553,995,0,1,0,0,0,0,0,'poor'
42,105,287,0,1,0,0,1,0,0,'poor'
67,762,857,0,0,0,0,0,0,0,'poor'
440,203,646,0,0,0,0,0,46,1,'poor'
1,84,384,0,0,0,0,2,0,0,'poor'
12,39,142,0,0,0,0,0,0,0,'poor'
440,1004,2525,0,0,0,0,5,146,1,'poor'
392,394,309,0,0,1,0,0,12,0,'poor'
64,81,144,0,0,0,0,0,0,0,'poor'
74,191,551,0,0,1,0,0,7,0,'poor'
296,123,1390,0,0,0,0,0,11,0,'poor'
331,72,191,0,1,0,0,0,0,0,'poor'
2903,3584,2594,0,0,1,0,0,255,1,'authentic'
601,138,768,0,1,0,0,0,0,0,'poor'
0,70,136,0,0,0,0,0,7,0,'poor'
1927,323,584,0,1,0,0,0,0,0,'poor'
820,1062,3105,0,1,0,0,0,0,0,'poor'
246,643,2514,0,0,0,0,209,0,1,'poor'
285,283,602,0,0,0,0,0,12,0,'poor'
275,269,796,0,1,0,0,2,0,0,'poor'
1474,1585,942,0,0,0,0,0,254,1,'authentic'
298,445,1551,0,1,0,0,1,0,0,'poor'
5,358,494,0,0,0,0,3,2,0,'poor'
205,300,513,0,0,0,0,0,32,0,'poor'
756,147,345,0,1,0,0,0,0,0,'poor'
940,624,5116,0,1,0,0,68,0,0,'poor'
207,329,602,0,1,0,0,0,0,0,'poor'
507,1495,2544,0,0,0,0,2,102,1,'poor'
92,787,252,0,0,0,0,0,36,0,'poor'
1695,92,2085,0,1,0,0,69,0,0,'poor'
1643,123,339,0,1,0,0,0,0,0,'poor'
424,820,1169,0,0,0,0,4,132,1,'poor'
189,87,187,0,1,0,0,0,0,0,'poor'
66,387,1327,0,0,0,0,0,0,0,'poor'
45,710,814,0,0,1,0,10,1,0,'poor'
271,281,463,0,1,0,0,2,0,0,'poor'
1996,498,1112,0,0,0,0,7,217,1,'authentic'
86,195,904,0,0,0,0,0,3,0,'poor'
13,0,751,1,1,0,0,0,0,0,'authentic'
862,5930,2252,0,0,1,0,24,1,1,'authentic'
437,23966,1024,0,0,1,0,0,6894,1,'authentic'
62,1043,4384,0,0,0,0,3,7,0,'poor'
904,399,1378,0,1,0,0,0,0,0,'poor'
1,6,24,0,0,0,0,0,0,0,'poor'
0,85,41,0,0,0,0,9,0,0,'poor'
63,327,434,0,0,1,0,19,0,0,'poor'
34,1015,787,0,0,1,0,1,2,1,'poor'
29,225,2557,0,0,0,0,11,0,0,'poor'
47,233,245,0,0,1,0,67,6,0,'poor'
169,230,687,0,1,0,0,0,0,0,'poor'
385,272,1051,0,1,0,0,0,0,0,'poor'
9,231,831,0,0,0,0,0,0,0,'poor'
295,1721,1666,0,0,0,0,1,19,1,'poor'
678,3089,1086,0,0,1,0,39,504,1,'authentic'
10,306,1292,0,1,0,0,5,0,0,'poor'
20,20,204,0,1,0,0,5,0,0,'poor'
527,272,1705,0,1,0,0,2,0,0,'poor'
0,5,119,1,1,0,0,0,0,0,'authentic'
106,211,553,0,0,0,0,2,12,0,'poor'
0,105,95,0,0,0,0,0,1,0,'poor'
2,80,1021,0,0,0,0,0,15,0,'poor'
49,212,238,0,0,1,0,1,3,0,'poor'
490,644,1402,0,0,0,0,1,205,1,'authentic'
0,10,933,1,1,0,0,0,0,0,'authentic'
148,251,817,0,0,0,0,12,4,0,'poor'
23,597,4819,0,0,1,0,90,0,0,'poor'
605,543,473,0,0,0,0,0,30,1,'poor'
1701,8102,431,0,0,1,0,0,230,1,'authentic'
256,152,1879,0,1,0,0,2,0,0,'poor'
0,41,220,1,1,0,0,12,0,0,'authentic'
8,527,2758,0,0,0,0,6,1,0,'poor'
276,231,1420,0,1,0,0,0,0,0,'poor'
1,41,67,0,0,0,0,0,0,0,'poor'
11,138,851,0,1,0,0,69,0,0,'poor'
72,1122,1111,0,1,0,0,0,0,0,'poor'
130,216,390,0,1,0,0,3,0,0,'poor'
71,2793,123,0,0,1,0,7,101,0,'poor'
75,922,3213,0,0,1,0,20,13,1,'poor'
80,2250,3838,0,0,1,0,1,90,1,'poor'
81,285,541,0,0,1,0,14,3,0,'poor'
42,955,959,0,0,1,0,0,21,1,'poor'
56,175,623,0,1,0,0,33,0,0,'poor'
351,875,1564,0,0,1,0,4,6,1,'poor'
1932,153,309,0,1,0,0,0,0,0,'poor'
17,46,94,0,1,0,0,5,0,0,'poor'
19,349,760,0,0,0,0,0,40,0,'poor'
446,479,707,0,1,0,0,0,0,0,'poor'
0,95,493,0,1,0,0,0,0,0,'poor'
16,328,1270,0,0,0,0,181,0,0,'poor'
119,519,1875,0,0,1,0,4,16,0,'poor'
119,5262,2551,0,0,0,0,6,9,1,'poor'
33,1591,7395,0,0,0,0,201,5,0,'poor'
47,177,562,0,0,1,0,24,1,1,'poor'
185,269,1071,0,0,0,0,1,5,0,'poor'
22,58,29,0,0,0,0,0,2,0,'poor'
0,26,42,0,0,0,0,20,0,0,'poor'
74,90,312,0,1,0,0,6,0,0,'poor'
313,626,1072,0,1,0,0,14,0,0,'poor'
27,181,706,0,0,0,0,0,1,0,'poor'
0,50,94,0,0,0,0,0,0,0,'poor'
113,3350,832,0,0,1,0,0,3,1,'poor'
13,134,172,0,0,0,0,3,17,0,'poor'
1402,8040,2419,0,0,0,0,1,39,0,'authentic'
27,195,930,0,0,0,0,24,4,0,'poor'
1829,2817,662,0,0,1,0,0,72,1,'poor'
264,3551,413,0,0,1,0,22,65,0,'poor'
15,105,362,0,0,0,0,5,7,0,'poor'
157,385,1633,0,0,0,0,1,1,0,'poor'
41,84,437,0,0,0,0,2,0,0,'poor'
47,176,120,0,0,0,0,0,27,0,'poor'
1716,318,1060,0,1,0,0,0,0,0,'poor'
130,774,3597,0,0,1,0,3,8,1,'poor'
282,141,338,0,0,0,0,0,1,0,'poor'
495,488,357,0,0,1,0,0,41,1,'poor'
72,3208,2646,0,0,1,0,14,3,0,'poor'
160,236,306,0,1,0,0,0,0,0,'poor'
147,223,291,0,1,0,0,0,0,0,'poor'
274,661,566,0,1,0,0,0,0,0,'poor'
24,120,874,0,1,0,0,34,0,0,'poor'
554,51,95,0,1,0,0,0,0,0,'poor'
0,1,183,0,1,0,0,2,0,0,'poor'
433,375,582,0,1,0,0,1,0,0,'poor'
317,874,5706,0,0,0,0,500,0,0,'poor'
686,378,1472,0,0,0,0,5,76,1,'poor'
8,71,880,0,0,0,0,0,2,0,'poor'
480,2423,891,0,0,1,0,4,241,0,'authentic'
475,705,2382,0,0,0,0,1,79,0,'poor'
2,14,67,0,0,1,0,0,0,0,'poor'
10,30,157,0,0,0,0,10,0,0,'poor'
6,13,146,1,1,0,0,0,0,0,'authentic'
96,951,3906,0,0,1,0,1,15,1,'poor'
124,514,2474,0,0,1,0,173,0,0,'poor'
11,186,147,0,0,0,0,6,0,0,'poor'
1109,401,1246,0,0,0,0,0,2,0,'poor'
377,107,1717,0,1,0,0,38,0,0,'poor'
7882,1101,1445,0,0,0,0,0,277,1,'authentic'
248,367,6236,0,1,0,0,32,0,0,'poor'
1148,1602,7500,0,0,0,0,109,0,0,'poor'
140,186,178,0,1,0,0,1,0,0,'poor'
1707,3216,3527,0,0,1,0,6,802,1,'authentic'
936,423,900,0,1,0,0,0,0,0,'poor'
111,7243,2117,0,0,1,0,2,150,0,'authentic'
51,66,61,0,0,0,0,0,1,0,'poor'
2398,291283,1031,0,0,1,1,9,36322,1,'authentic'
556,253,1453,0,1,0,0,0,0,0,'poor'
129,655,2280,0,1,0,0,4,0,0,'poor'
57,117,95,0,0,0,0,0,13,0,'poor'
58,974,7497,0,0,0,0,91,1,0,'poor'
1038,686,4442,0,0,1,0,11,1,0,'poor'
495,371,3226,0,0,0,0,6,33,0,'poor'
1445,544,1246,0,0,0,0,34,102,0,'poor'
337,16126,2038,0,0,1,0,2,26,1,'authentic'
42,496,520,0,0,0,0,0,31,0,'poor'
710,444,2083,0,0,0,0,4,117,1,'poor'
3366,2307,7497,0,0,0,0,388,20,0,'poor'
10,209,283,0,1,0,0,0,0,0,'poor'
224,864,2988,0,1,0,0,48,0,0,'poor'
91,516,908,0,0,1,0,6,3,1,'poor'
35,294,888,0,0,0,0,17,12,0,'poor'
44,588,5958,0,0,0,0,0,0,0,'poor'
278,10,63,0,1,0,0,0,0,0,'poor'
1460,4625,2593,0,0,1,0,0,182,1,'authentic'
0,8,130,1,0,0,0,1,0,0,'authentic'
405,180,515,0,1,0,0,0,0,0,'poor'
32,1787,7470,0,0,1,0,0,1,0,'poor'
0,4,49,0,0,0,0,1,1,0,'poor'
241,1689,7214,0,0,0,0,23,4,0,'poor'
66,792,4431,0,0,1,0,0,0,1,'poor'
1986,950,7389,0,0,0,0,21,70,1,'authentic'
148,546,1340,0,0,0,0,2,41,0,'poor'
193,306,236,0,0,0,0,0,11,1,'poor'
13,124,1048,0,0,0,0,1,0,0,'poor'
25344,7462,3204,0,1,0,0,6,0,0,'authentic'
0,5,14,1,1,0,0,2,0,0,'authentic'
16,259,812,0,0,0,0,9,0,0,'poor'
22,349,1521,0,0,0,0,64,0,0,'poor'
0,104,573,0,0,0,0,0,0,0,'poor'
33,184,892,0,0,1,0,11,0,0,'poor'
34,384,1881,0,0,1,0,0,0,0,'poor'
141,477,363,0,0,0,0,2,53,0,'poor'
1076,1486,2377,0,0,1,0,0,56,1,'poor'
3052,515,6662,0,1,0,0,5,0,0,'authentic'
169,281,601,0,0,0,0,5,11,0,'poor'
279,1271,972,0,0,0,0,0,115,1,'poor'
3529,454,797,0,1,0,0,0,0,0,'authentic'
98,254,372,0,0,0,0,71,1,0,'poor'
19,305,3623,0,0,0,0,360,0,0,'poor'
823,673,773,0,0,1,0,13,1,1,'poor'
212,1906,7504,0,0,1,0,162,8,1,'poor'
51,422,409,0,1,0,0,3,0,0,'poor'
727,1607,355,0,0,1,0,1,67,0,'poor'
0,265,723,0,0,0,0,6,0,0,'poor'
515,1136,1962,0,0,0,0,2,190,1,'authentic'
2,32,303,0,0,0,0,2,0,0,'poor'
69,1040,399,0,0,1,0,0,11,1,'poor'
2621,734,2036,0,0,0,0,8,245,0,'authentic'
6,85,1768,0,1,0,0,16,0,0,'poor'
515,252,569,0,0,0,0,2,5,0,'poor'
195,9289,6625,0,0,1,0,0,51,1,'authentic'
99,349,1035,0,0,1,0,7,46,1,'poor'
327,500,919,0,0,0,0,0,200,0,'authentic'
15,572,243,0,0,0,0,10,4,1,'poor'
9,11,91,0,0,0,0,1,0,1,'poor'
64,363,779,0,0,0,0,54,17,0,'poor'
434,950,885,0,0,0,0,15,3,0,'poor'
91,139,340,0,0,0,0,1,0,0,'poor'
531,379,1011,0,1,0,0,3,0,0,'poor'
85,264,944,0,0,0,0,0,3,0,'poor'
21,56,109,0,1,0,0,5,0,0,'poor'
0,42,73,0,0,0,0,0,0,0,'poor'
27,555,2443,0,0,0,0,50,3,0,'poor'
388,176,1742,0,1,0,0,0,0,0,'poor'
17,162,1329,0,1,0,0,24,0,0,'poor'
366,486,1157,0,1,0,0,5,0,0,'poor'
170,228,488,0,0,0,0,2,64,0,'poor'
1823,387,941,0,1,0,0,5,0,0,'poor'
43,163,265,0,1,0,0,1,0,0,'poor'
1273,584,3844,0,1,0,0,57,0,0,'poor'
243,231,310,0,1,0,0,2,0,0,'poor'
50,93,526,0,1,0,0,4,0,0,'poor'
1,562,4154,0,0,0,0,39,0,0,'poor'
0,120,2199,0,0,0,0,0,0,0,'poor'
84,300,155,0,1,0,0,0,0,0,'poor'
1065,1469,1853,0,0,0,0,5,99,0,'poor'
458,309,1064,0,0,0,0,6,8,0,'poor'
71,447,847,0,0,1,0,0,1,0,'poor'
23,0,828,1,1,0,0,0,0,0,'authentic'
194,185,1089,0,0,0,0,20,1,0,'poor'
115,185,490,0,1,0,0,2,0,0,'poor'
33,351,1179,0,1,0,0,56,0,0,'poor'
37,95,380,0,0,0,0,0,0,0,'poor'
